age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,mental_fatigue_score,screen_time_group,sleep_group,caffeine_group,age_group
31,Female,Software Engineer,7.25,1,6.01,7.13,7.3,0,116,9.33,High,Medium,None,30-50
29,Male,Teacher,4.99,107,8.84,6.15,7.55,4,83,8.03,Medium,High,High,Under 30
49,Female,Freelancer,4.64,58,5.32,6.31,7.05,3,55,6.58,Medium,Low,High,30-50
55,Male,Teacher,4.99,101,6.14,5.11,8.22,0,85,7.3,Medium,Medium,None,50+
20,Female,Designer,4.73,91,6.8,5.36,6.49,4,119,7.87,Medium,Medium,High,Under 30
33,Male,Manager,7.08,33,5.78,5.61,9.66,2,41,10,High,Low,Low,30-50
37,Male,Freelancer,3.97,55,7.5,5.81,5.54,0,60,4.33,Medium,Medium,None,30-50
49,Male,Teacher,2.54,75,7.3,7.98,4.83,1,23,3.81,Low,Medium,Low,30-50
40,Male,Doctor,7.36,113,4.3,5.32,10,2,93,10,High,Low,Low,30-50
34,Male,Freelancer,1.28,4,6.14,10,2.21,3,77,1.46,Low,Medium,High,30-50
33,Other,Software Engineer,7.47,108,7.91,5.97,8.7,4,89,7.98,High,Medium,High,30-50
55,Male,Software Engineer,3.37,54,7.2,4.53,6.58,0,71,7.65,Medium,Medium,None,50+
25,Female,Student,2.71,118,6.3,7.97,4.92,1,25,5.8,Low,Medium,Low,Under 30
36,Male,Student,4.41,35,7.65,7.52,5.58,0,46,7.04,Medium,Medium,None,30-50
47,Male,Doctor,2.06,71,7.35,6.8,5.18,2,21,5.58,Low,Medium,Low,30-50
51,Male,Student,4.46,93,8.19,5.56,8.46,4,47,7.55,Medium,High,High,50+
31,Male,Manager,1.92,54,4.25,7.74,2.82,4,39,2.82,Low,Low,High,30-50
39,Male,Designer,5.35,9,6.68,6.08,8.13,1,11,8.88,Medium,Medium,Low,30-50
34,Male,Designer,2.59,84,7.3,6.97,3.59,4,63,5.75,Low,Medium,High,30-50
32,Male,Freelancer,2.17,45,7.38,7.78,2.22,1,8,2.71,Low,Medium,Low,30-50
49,Female,Software Engineer,6.21,51,8.61,4.47,10,2,93,10,High,High,Low,30-50
30,Male,Researcher,6.63,61,6.06,5.95,7.53,1,36,8.07,High,Medium,Low,30-50
38,Female,Designer,1.05,97,7.98,9.09,1,3,17,1,Low,Medium,High,30-50
57,Other,Student,4.49,97,7.93,5.89,4.68,3,39,4.53,Medium,Medium,High,50+
50,Female,Doctor,1.7,3,5.34,9.25,3.14,4,34,2.22,Low,Low,High,30-50
44,Female,Researcher,7.65,55,5.34,4.77,10,1,116,10,High,Low,Low,30-50
52,Male,Manager,7.13,10,8.71,6.83,10,1,19,8.58,High,High,Low,50+
33,Female,Researcher,1.45,85,5.62,8.77,1.37,0,60,1,Low,Low,None,30-50
45,Male,Designer,9.47,104,6.07,3.2,10,1,11,10,High,Medium,Low,30-50
51,Male,Software Engineer,9.64,49,7.02,4.04,10,0,60,9.76,High,Medium,None,50+
18,Female,Software Engineer,4.01,60,5.58,7.8,4.94,2,58,5.22,Medium,Low,Low,Under 30
58,Female,Researcher,2.18,22,7.31,8.38,3.75,0,104,1.18,Low,Medium,None,50+
48,Female,Manager,2.03,112,5.45,5.13,6.52,4,109,5.73,Low,Low,High,30-50
53,Male,Student,8.57,97,6.64,3.88,10,3,119,10,High,Medium,High,50+
50,Male,Designer,5.13,29,6.8,6.92,6.76,4,43,8.78,Medium,Medium,High,30-50
50,Female,Student,1.09,88,8,7.3,3.72,0,36,3.58,Low,Medium,None,30-50
56,Female,Software Engineer,9.33,87,8.3,3.83,10,0,107,8.91,High,High,None,50+
35,Male,Doctor,6.33,24,7.41,7.51,7.08,0,38,7.45,High,Medium,None,30-50
40,Male,Designer,7.21,29,5.35,5.22,10,4,54,8.23,High,Low,High,30-50
40,Female,Freelancer,8.41,38,6.32,4.56,10,1,29,9.46,High,Medium,Low,30-50
32,Female,Doctor,8.37,107,6.81,4.27,10,2,66,10,High,Medium,Low,30-50
43,Male,Manager,1.68,79,5.49,7.96,3.13,4,113,2.77,Low,Low,High,30-50
47,Female,Designer,6.17,73,8.7,5.44,8.87,0,71,8.97,High,High,None,30-50
42,Female,Software Engineer,7.27,94,4.54,3.88,10,1,52,10,High,Low,Low,30-50
33,Female,Designer,1.77,10,8.17,8.3,3.8,4,41,5.5,Low,High,High,30-50
56,Female,Software Engineer,3,72,6.13,9.71,1.81,4,27,3.8,Medium,Medium,High,50+
31,Male,Teacher,4.56,35,8.73,5.94,8.32,4,102,8.63,Medium,High,High,30-50
34,Female,Software Engineer,8.98,111,6.66,3.01,10,0,54,7.81,High,Medium,None,30-50
29,Male,Software Engineer,8.66,82,7.65,4.77,10,1,64,10,High,Medium,Low,Under 30
46,Female,Manager,8.04,51,7.67,8.08,7.46,4,80,6.81,High,Medium,High,30-50
49,Female,Designer,9.91,4,7.49,4.96,10,3,14,9.05,High,Medium,High,30-50
41,Female,Doctor,3.18,75,4.25,7.4,4.68,2,80,3.61,Medium,Low,Low,30-50
30,Male,Software Engineer,5.21,73,7.11,4.96,8.74,4,11,10,Medium,Medium,High,30-50
37,Female,Researcher,5.02,13,8.47,6.24,6.83,0,103,6.44,Medium,High,None,30-50
32,Female,Designer,7.11,19,8.22,6.24,7.8,1,60,5.31,High,High,Low,30-50
21,Female,Software Engineer,8.65,19,8.57,6,9.04,2,18,10,High,High,Low,Under 30
51,Male,Student,5.43,43,6.22,5.96,7.78,3,88,8.28,Medium,Medium,High,50+
45,Male,Researcher,5.42,118,6.27,4.56,8.83,0,44,9.51,Medium,Medium,None,30-50
19,Female,Student,6.47,99,8.04,3.61,9.33,3,37,9.5,High,High,High,Under 30
47,Male,Student,7.68,115,5.52,5.21,10,2,66,9.97,High,Low,Low,30-50
43,Female,Researcher,2.81,24,7.83,8.61,2.5,0,87,2.1,Low,Medium,None,30-50
43,Male,Student,9.66,40,6.52,5.48,10,4,117,10,High,Medium,High,30-50
37,Female,Doctor,1.83,109,5.32,7.31,4.1,4,66,4.37,Low,Low,High,30-50
59,Male,Researcher,1.21,68,7.22,9.08,1.13,1,44,2.44,Low,Medium,Low,50+
45,Male,Manager,4.23,104,5.48,5.75,6.5,3,106,6.61,Medium,Low,High,30-50
37,Male,Software Engineer,7.31,90,7.36,4.26,8.66,1,11,8.44,High,Medium,Low,30-50
28,Female,Student,9.8,1,6.85,4.68,10,0,71,10,High,Medium,None,Under 30
27,Female,Designer,9.39,11,7.61,4.6,10,0,49,9.3,High,Medium,None,Under 30
40,Female,Student,7.2,27,7,6.5,7.74,3,114,5.92,High,Medium,High,30-50
54,Female,Teacher,4.93,43,7.79,5.25,8.08,0,95,7.83,Medium,Medium,None,50+
58,Male,Teacher,6.36,12,8.98,6.56,8.26,3,85,7.39,High,High,High,50+
36,Other,Manager,9.72,84,6.34,2.02,10,4,13,9.45,High,Medium,High,30-50
35,Female,Doctor,3.39,42,6.99,8.83,3.49,0,79,3.04,Medium,Medium,None,30-50
44,Male,Freelancer,5.3,54,4.51,7.07,6.93,2,22,7.14,Medium,Low,Low,30-50
23,Female,Teacher,7.24,7,8.75,5.44,10,3,77,9.19,High,High,High,Under 30
27,Female,Researcher,1.09,63,6.98,8.71,1,3,112,1,Low,Medium,High,Under 30
19,Female,Designer,4.43,116,4.51,6.25,6.63,0,79,6.53,Medium,Low,None,Under 30
41,Female,Student,6.11,11,6,5.26,7.63,3,33,7.59,High,Medium,High,30-50
55,Female,Teacher,9.11,40,4.41,4.91,10,1,42,9.6,High,Low,Low,50+
45,Female,Teacher,9.93,43,6.49,4.88,10,2,81,9.79,High,Medium,Low,30-50
45,Female,Doctor,6.01,10,5.39,7.19,6.55,1,34,6.15,High,Low,Low,30-50
56,Male,Researcher,9.5,18,5.7,5.74,10,2,88,9.47,High,Low,Low,50+
19,Female,Teacher,1.89,59,4.35,7.27,3.8,4,52,2.7,Low,Low,High,Under 30
22,Male,Researcher,7.31,71,7.81,5.88,8.36,4,13,8.19,High,Medium,High,Under 30
28,Female,Student,4.6,26,8.21,8.67,4.41,0,99,4.69,Medium,High,None,Under 30
27,Female,Manager,7.76,70,4.7,4.89,10,3,103,9.37,High,Low,High,Under 30
19,Male,Freelancer,8.81,84,7.75,4.02,10,2,66,8.76,High,Medium,Low,Under 30
32,Male,Manager,1.48,26,4.64,8.89,3.08,4,65,3.44,Low,Low,High,30-50
56,Female,Researcher,9.42,13,4.43,4.03,10,0,101,8.4,High,Low,None,50+
58,Male,Manager,1.61,95,4.57,8.18,3.08,4,54,3.14,Low,Low,High,50+
54,Male,Freelancer,7.78,92,4.16,4.2,10,2,41,10,High,Low,Low,50+
24,Female,Researcher,1.62,23,5.88,9.24,2.82,3,85,2.36,Low,Low,High,Under 30
37,Other,Software Engineer,8.76,63,8.76,5.63,9.78,2,88,10,High,High,Low,30-50
51,Female,Student,2.84,91,8.5,7.01,6.1,1,25,6.71,Low,High,Low,50+
52,Female,Teacher,4.91,23,5.66,7.86,5.2,4,71,5.65,Medium,Low,High,50+
51,Female,Teacher,9.39,117,7.97,2.17,10,4,26,9.37,High,Medium,High,50+
39,Male,Freelancer,8.13,1,8.12,5.74,9.07,2,119,9.07,High,High,Low,30-50
48,Female,Teacher,8.07,51,4.76,5.59,8.37,2,88,9.95,High,Low,Low,30-50
40,Female,Doctor,7.87,94,5.15,3.29,10,4,37,10,High,Low,High,30-50
36,Other,Designer,6.12,11,7.45,8.19,6.35,0,92,5.78,High,Medium,None,30-50
21,Other,Student,9.56,64,5.32,4.94,10,2,104,8.7,High,Low,Low,Under 30
41,Male,Manager,8.48,59,8.69,4.19,10,2,18,10,High,High,Low,30-50
37,Other,Teacher,4.96,57,5.15,6.55,7.05,0,57,8.12,Medium,Low,None,30-50
56,Female,Freelancer,7.68,84,8,4.74,10,1,5,10,High,Medium,Low,50+
45,Female,Software Engineer,9.98,92,7.79,3.08,10,0,43,9.49,High,Medium,None,30-50
56,Male,Doctor,8.84,93,6.52,2.32,10,2,0,9.04,High,Medium,Low,50+
34,Female,Designer,1.01,41,5.32,8.19,3.3,3,96,4.29,Low,Low,High,30-50
36,Male,Teacher,7.64,0,4.17,6.88,8.04,4,107,7.9,High,Low,High,30-50
52,Female,Manager,9.08,21,8.14,5.22,10,2,29,10,High,High,Low,50+
49,Male,Student,3.95,105,5.89,7.16,6.3,2,79,6.54,Medium,Low,Low,30-50
56,Female,Software Engineer,9.8,71,5.7,2.93,10,3,81,10,High,Low,High,50+
52,Female,Manager,4.61,12,4.22,8.34,3.92,3,78,5.75,Medium,Low,High,50+
47,Male,Doctor,4.79,77,4.76,6.97,6.14,1,50,8.25,Medium,Low,Low,30-50
34,Female,Student,2.45,105,5.84,6.35,4.9,0,62,5.1,Low,Low,None,30-50
59,Male,Freelancer,1.87,64,7.45,8.14,3.35,4,100,4.82,Low,Medium,High,50+
46,Female,Student,5.83,95,5.04,4.83,9.41,3,28,9.58,Medium,Low,High,30-50
23,Female,Doctor,6.42,37,4.82,6.71,9.09,0,79,10,High,Low,None,Under 30
34,Male,Freelancer,4.3,63,5.31,8.45,4.95,1,15,3.18,Medium,Low,Low,30-50
34,Female,Student,6.46,75,5.42,5.73,10,3,84,10,High,Low,High,30-50
31,Female,Researcher,4.55,51,6.05,6.01,6.64,0,45,7.42,Medium,Medium,None,30-50
41,Male,Freelancer,8.81,110,5.8,3.44,10,1,23,9.17,High,Low,Low,30-50
54,Female,Freelancer,9.58,108,4.37,5.83,10,4,109,9.34,High,Low,High,50+
57,Female,Software Engineer,6.34,110,7.09,3.69,10,0,98,9.41,High,Medium,None,50+
56,Male,Software Engineer,8.58,79,4.65,3.7,10,0,107,10,High,Low,None,50+
49,Female,Researcher,8.68,87,8.34,4.34,10,3,42,10,High,High,High,30-50
53,Female,Freelancer,7.42,107,8.3,5.97,7.74,1,78,9.31,High,High,Low,50+
54,Male,Student,2.73,83,4.36,5.84,6.19,2,35,4.03,Low,Low,Low,50+
31,Male,Teacher,2.39,106,6.07,6.15,6.65,3,14,6.65,Low,Medium,High,30-50
44,Male,Researcher,9.28,107,6.38,1.67,10,2,78,10,High,Medium,Low,30-50
36,Female,Student,3.39,31,8.98,7.39,3.87,0,45,3.22,Medium,High,None,30-50
48,Female,Teacher,3.22,26,5.26,6.87,5.5,1,37,5.68,Medium,Low,Low,30-50
26,Female,Student,2.5,97,7.18,8.19,2.1,2,20,1.19,Low,Medium,Low,Under 30
55,Female,Manager,5.75,60,6.29,4.64,9.39,0,0,10,Medium,Medium,None,50+
34,Male,Designer,7.09,85,7.84,6.46,8.09,0,117,8.35,High,Medium,None,30-50
36,Female,Software Engineer,7.09,61,5.24,6.81,9.14,2,88,8.79,High,Low,Low,30-50
21,Other,Student,3.35,2,7.4,7.85,5.2,1,104,6.11,Medium,Medium,Low,Under 30
28,Other,Software Engineer,1.85,80,4.65,5.22,6.5,4,24,6.6,Low,Low,High,Under 30
39,Male,Doctor,3.79,77,4.08,7.32,5.7,0,50,8.31,Medium,Low,None,30-50
21,Female,Designer,5.53,90,4.09,6.91,5.49,4,17,5.08,Medium,Low,High,Under 30
34,Male,Teacher,6.51,102,6.46,3.74,10,0,3,8.83,High,Medium,None,30-50
25,Male,Researcher,3.44,83,7.85,6.19,6.62,4,44,5.77,Medium,Medium,High,Under 30
51,Female,Doctor,2.65,109,6.89,7.07,4.26,0,22,4.29,Low,Medium,None,50+
28,Male,Designer,8.57,94,4.18,3.62,10,4,24,9.76,High,Low,High,Under 30
48,Male,Doctor,8.72,104,6.76,5.85,9.79,0,117,8.35,High,Medium,None,30-50
28,Female,Software Engineer,3.52,30,4.57,7.71,5.11,1,29,6.51,Medium,Low,Low,Under 30
55,Female,Manager,6.04,92,8.83,5.9,8.42,2,116,9.9,High,High,Low,50+
38,Female,Designer,4.96,63,5.76,7.39,6.47,0,94,6.21,Medium,Low,None,30-50
47,Female,Doctor,2.28,41,6.52,6.43,5.32,0,85,3.59,Low,Medium,None,30-50
27,Male,Teacher,9.47,57,5.69,4.6,10,1,77,7.87,High,Low,Low,Under 30
43,Male,Designer,1.09,42,6.34,8.21,1,4,112,1.57,Low,Medium,High,30-50
44,Female,Designer,2.69,31,8.79,7.44,6.02,0,45,3.85,Low,High,None,30-50
25,Female,Doctor,4.11,29,5.3,7,4.86,3,27,5.68,Medium,Low,High,Under 30
56,Female,Manager,8.71,106,7.59,3.75,10,4,37,10,High,Medium,High,50+
25,Female,Researcher,8.1,90,7.78,3.81,10,2,33,10,High,Medium,Low,Under 30
25,Male,Freelancer,6.22,82,4.95,5.52,9.14,2,80,9.49,High,Low,Low,Under 30
51,Male,Freelancer,7.26,60,7.65,4.29,10,0,75,9.36,High,Medium,None,50+
33,Male,Freelancer,4.07,27,7.24,8.52,4.81,1,57,4.49,Medium,Medium,Low,30-50
58,Female,Freelancer,9.46,44,5.46,4.29,10,4,111,10,High,Low,High,50+
30,Male,Student,1.24,9,6.61,10,1,2,43,1,Low,Medium,Low,30-50
40,Female,Teacher,1.91,15,6.95,10,1.27,2,35,1.79,Low,Medium,Low,30-50
29,Male,Teacher,9.33,30,8.18,6.6,10,0,100,10,High,High,None,Under 30
44,Female,Freelancer,9.51,9,4.62,5.02,10,0,32,8.69,High,Low,None,30-50
39,Female,Doctor,5.42,73,8.86,4.1,8.55,2,66,9.13,Medium,High,Low,30-50
49,Female,Manager,6.19,91,7.85,5.77,8.43,3,93,8.46,High,Medium,High,30-50
44,Female,Software Engineer,9.12,11,6.67,5.3,9.74,3,56,8.78,High,Medium,High,30-50
19,Female,Software Engineer,8.68,96,7.88,3.93,10,1,107,8.76,High,Medium,Low,Under 30
50,Male,Freelancer,8.76,27,7.67,5.58,9.96,1,88,8.74,High,Medium,Low,30-50
43,Male,Researcher,4.35,17,6.3,8.23,4.19,1,111,4.16,Medium,Medium,Low,30-50
45,Female,Student,8.47,51,5.68,5.02,10,0,8,9.47,High,Low,None,30-50
36,Male,Researcher,1.62,27,8.94,8.51,2.7,1,1,2.92,Low,High,Low,30-50
22,Male,Student,5.38,27,8.42,7.7,6.05,2,13,4.58,Medium,High,Low,Under 30
50,Male,Doctor,3.14,106,8.75,7.89,4.61,1,45,4.82,Medium,High,Low,30-50
37,Male,Manager,1.32,102,4.24,9.3,2.33,2,105,3.63,Low,Low,Low,30-50
47,Male,Software Engineer,6.55,63,8.08,6.41,7.53,0,23,9.55,High,High,None,30-50
25,Female,Teacher,1.69,13,8.46,8.22,1.71,0,40,2.4,Low,High,None,Under 30
55,Other,Manager,2.08,7,6.38,10,1,3,28,1.99,Low,Medium,High,50+
34,Female,Software Engineer,1.74,93,8.45,6.8,4.47,2,86,4.5,Low,High,Low,30-50
18,Male,Manager,9.78,99,4.5,3.53,10,3,47,9.36,High,Low,High,Under 30
20,Female,Doctor,1.35,2,4.3,10,1,4,76,1,Low,Low,High,Under 30
43,Female,Software Engineer,3.43,73,5.46,7.3,4.69,4,25,3.95,Medium,Low,High,30-50
48,Female,Designer,6.87,8,4.13,9.36,6.88,2,85,7.34,High,Low,Low,30-50
25,Male,Freelancer,8.41,46,7.42,4.71,10,3,103,10,High,Medium,High,Under 30
25,Male,Doctor,6.47,62,8.63,5.18,10,0,22,9.96,High,High,None,Under 30
52,Female,Designer,9.79,39,5.48,4.86,10,0,94,10,High,Low,None,50+
56,Female,Researcher,4.04,76,7.3,6.03,5.96,2,29,4.32,Medium,Medium,Low,50+
45,Female,Manager,5.25,85,6.34,7.32,7.47,0,59,8.05,Medium,Medium,None,30-50
21,Male,Doctor,8.39,23,5.28,4.76,10,3,89,8.37,High,Low,High,Under 30
33,Female,Researcher,7.14,70,8.59,5.94,9.79,3,101,10,High,High,High,30-50
30,Male,Teacher,2.93,12,8.79,8.95,3.43,1,60,2.42,Low,High,Low,30-50
37,Male,Doctor,5.49,5,4.67,7.79,6.86,1,55,5.98,Medium,Low,Low,30-50
22,Male,Doctor,9.78,73,7.83,4.93,10,0,114,8.54,High,Medium,None,Under 30
54,Male,Freelancer,8.77,50,4.94,4.15,10,1,4,8.6,High,Low,Low,50+
37,Male,Doctor,2.73,59,6.44,7.86,3.77,1,109,3.5,Low,Medium,Low,30-50
41,Male,Doctor,2.62,74,5.8,7.21,4.05,2,5,5.08,Low,Low,Low,30-50
53,Male,Student,8.46,28,5.22,6.69,9.5,4,64,8.17,High,Low,High,50+
51,Male,Designer,2.79,15,7.38,8.79,2.57,0,19,1.84,Low,Medium,None,50+
51,Male,Doctor,5.08,117,8.28,7.48,5.83,1,26,3.74,Medium,High,Low,50+
36,Male,Doctor,2.63,83,7.91,8.89,2.91,4,32,3.61,Low,Medium,High,30-50
34,Male,Manager,1.13,63,7.61,7.25,5.25,2,84,5.23,Low,Medium,Low,30-50
22,Male,Student,8.88,84,4.33,4.11,10,4,74,10,High,Low,High,Under 30
42,Male,Software Engineer,8.01,54,4.49,5.32,9.48,0,109,8.95,High,Low,None,30-50
35,Male,Researcher,5.24,28,6.32,6.79,6.85,1,64,5.75,Medium,Medium,Low,30-50
25,Male,Manager,2.44,77,6.78,6.95,4.21,1,106,3.39,Low,Medium,Low,Under 30
44,Female,Manager,8.26,54,7.62,4.81,9.47,2,113,8.75,High,Medium,Low,30-50
32,Female,Freelancer,4.23,59,5.78,7.55,5.07,4,13,6.34,Medium,Low,High,30-50
30,Female,Freelancer,6.96,40,4.11,6.76,5.46,3,82,4.14,High,Low,High,30-50
33,Female,Researcher,3.85,79,4.18,5.78,6.92,1,2,6.26,Medium,Low,Low,30-50
39,Female,Student,4.89,8,8.27,5.96,7.05,3,14,6.59,Medium,High,High,30-50
37,Male,Researcher,5.82,5,4.64,5.85,8.58,3,28,9.09,Medium,Low,High,30-50
30,Female,Student,7.86,101,8.68,4.36,10,1,116,10,High,High,Low,30-50
37,Female,Freelancer,8.49,28,5.66,5.52,9.17,3,53,7.09,High,Low,High,30-50
19,Female,Student,4.99,17,6.92,7.47,4.97,4,47,4.52,Medium,Medium,High,Under 30
52,Male,Manager,3.1,23,4.84,7.73,4.89,1,64,4.67,Medium,Low,Low,50+
36,Female,Manager,2.38,50,6.27,7.79,1.77,3,17,1,Low,Medium,High,30-50
54,Female,Freelancer,4.07,16,8.38,6.23,5.39,0,93,5.99,Medium,High,None,50+
23,Female,Doctor,8.22,99,8.92,3.97,10,0,9,10,High,High,None,Under 30
31,Female,Student,3.47,20,7.83,8.64,5.32,0,62,8.52,Medium,Medium,None,30-50
21,Other,Researcher,1.43,82,7.82,7.71,3.24,4,90,2.76,Low,Medium,High,Under 30
39,Female,Student,6.08,61,8.43,4.31,9.54,4,2,10,High,High,High,30-50
56,Male,Freelancer,1.3,86,5.22,9.71,1,3,79,1.41,Low,Low,High,50+
53,Male,Manager,8.96,90,7.68,3.13,10,3,9,10,High,Medium,High,50+
51,Male,Manager,7.1,116,6.79,4.73,10,2,71,8.98,High,Medium,Low,50+
44,Male,Student,3.31,74,5.31,7.5,3.73,3,42,3.9,Medium,Low,High,30-50
24,Male,Doctor,5.22,89,4.28,7.43,5.49,1,91,5.37,Medium,Low,Low,Under 30
20,Female,Teacher,7.65,116,5,4.16,10,1,55,10,High,Low,Low,Under 30
50,Female,Teacher,9.24,53,7.25,4.87,10,4,38,10,High,Medium,High,30-50
19,Male,Researcher,8.87,10,6.85,4.92,10,4,60,10,High,Medium,High,Under 30
59,Female,Software Engineer,1.63,42,4.35,8.02,1.89,4,116,1.93,Low,Low,High,50+
33,Male,Doctor,1.73,85,6.81,7.59,4.76,4,92,4.52,Low,Medium,High,30-50
42,Female,Manager,6.38,82,5.95,6.59,6.02,0,40,6.07,High,Low,None,30-50
32,Male,Student,5.47,7,4.07,8.09,8.02,0,12,6.68,Medium,Low,None,30-50
41,Female,Freelancer,3.64,22,8.55,7.13,5.02,3,112,3.26,Medium,High,High,30-50
32,Other,Student,9.79,111,5.29,3.66,10,0,89,10,High,Low,None,30-50
48,Male,Researcher,7.72,52,6.77,5.51,9.47,2,112,10,High,Medium,Low,30-50
31,Female,Researcher,7.19,86,6.95,4.82,10,0,119,8.84,High,Medium,None,30-50
31,Female,Student,2.63,39,6.49,6.76,3.99,4,56,3.16,Low,Medium,High,30-50
23,Male,Researcher,3.56,8,5.2,8.37,2.65,3,3,3.27,Medium,Low,High,Under 30
31,Other,Researcher,6.45,23,6.04,6.85,6.9,1,33,7.9,High,Medium,Low,30-50
34,Female,Researcher,8.16,75,5.45,4.43,10,2,17,10,High,Low,Low,30-50
35,Male,Teacher,9.38,75,6.17,3.77,10,2,21,8.84,High,Medium,Low,30-50
37,Male,Freelancer,7.28,95,4.41,6.7,8.19,1,74,8.32,High,Low,Low,30-50
34,Female,Manager,4.77,1,4.83,7.23,5.54,1,72,6.17,Medium,Low,Low,30-50
33,Female,Freelancer,7.22,69,4.69,6.28,8.38,4,97,9.75,High,Low,High,30-50
57,Male,Student,1.62,3,6.98,8.88,3.43,0,40,3.23,Low,Medium,None,50+
56,Female,Student,6.4,60,7.28,5.88,8.82,0,81,8.43,High,Medium,None,50+
49,Male,Teacher,9.05,76,8.57,3.99,10,2,21,10,High,High,Low,30-50
26,Female,Student,6.73,63,5.31,5.56,8.08,0,40,8.51,High,Low,None,Under 30
44,Female,Researcher,1.07,35,5.97,7.77,2.11,0,9,1.69,Low,Low,None,30-50
50,Female,Freelancer,7.25,40,7.11,6.51,10,1,91,10,High,Medium,Low,30-50
27,Female,Software Engineer,7.54,102,8.86,4.03,10,1,61,10,High,High,Low,Under 30
34,Female,Manager,5.87,37,5.96,5.2,7.12,1,22,5.86,Medium,Low,Low,30-50
53,Male,Freelancer,8.34,81,5.45,5.49,10,1,2,9.82,High,Low,Low,50+
34,Female,Designer,2.82,14,5.94,9.99,2.23,0,70,1.55,Low,Low,None,30-50
35,Male,Freelancer,4.68,47,5.55,6.9,6.68,1,71,7.33,Medium,Low,Low,30-50
40,Female,Freelancer,8.27,96,4.43,4.58,9.57,1,95,8.88,High,Low,Low,30-50
51,Female,Software Engineer,6.43,105,5.73,6,9.73,3,60,9.23,High,Low,High,50+
25,Male,Researcher,9.95,29,6.93,3.7,10,4,43,9.97,High,Medium,High,Under 30
30,Female,Doctor,1.62,99,4.91,7.78,2.46,3,64,3.49,Low,Low,High,30-50
40,Female,Freelancer,3.2,62,8.17,8.72,3.49,0,59,3.81,Medium,High,None,30-50
37,Female,Software Engineer,2.79,24,7.68,8.3,4.24,1,24,3.78,Low,Medium,Low,30-50
39,Male,Software Engineer,9.79,3,6.79,4.76,10,0,25,10,High,Medium,None,30-50
40,Male,Freelancer,8.82,17,7.69,5.42,9.53,2,34,9.84,High,Medium,Low,30-50
58,Female,Freelancer,2.2,44,5.58,7.38,5.14,0,76,6.31,Low,Low,None,50+
52,Female,Teacher,4.18,119,5,7.55,3.38,3,27,4.1,Medium,Low,High,50+
20,Male,Doctor,1.47,117,8.21,8.3,2.6,3,74,4.09,Low,High,High,Under 30
51,Other,Freelancer,6.69,96,8.09,5.63,9.77,4,117,9.78,High,High,High,50+
50,Female,Manager,3.98,83,7.68,6.8,5.81,1,11,6.91,Medium,Medium,Low,30-50
34,Other,Freelancer,3.32,105,5.28,6.44,7.12,3,114,7.74,Medium,Low,High,30-50
36,Female,Manager,5.71,84,5.72,5.12,8.65,3,42,8.32,Medium,Low,High,30-50
47,Male,Software Engineer,8.16,64,5.9,3.96,10,0,91,9.9,High,Low,None,30-50
40,Male,Designer,4.64,97,4.92,7.22,5.51,2,24,5.17,Medium,Low,Low,30-50
32,Other,Software Engineer,7.82,72,7.8,5.81,10,1,28,9.37,High,Medium,Low,30-50
31,Male,Student,5.02,64,4.92,5.47,9.35,4,53,9.54,Medium,Low,High,30-50
19,Female,Teacher,2.93,110,5.11,6.52,4.86,4,51,5.21,Low,Low,High,Under 30
56,Female,Student,5.02,26,4.24,6.82,5.71,2,0,6.55,Medium,Low,Low,50+
35,Male,Researcher,5.84,78,7.32,6.42,8.18,2,39,8.39,Medium,Medium,Low,30-50
23,Female,Doctor,5.15,87,8.64,7,6.39,4,86,6.4,Medium,High,High,Under 30
49,Female,Doctor,3.47,59,6.42,6.44,5.86,2,50,5.69,Medium,Medium,Low,30-50
38,Female,Teacher,2.67,58,8.49,6.99,4.73,3,24,5.62,Low,High,High,30-50
57,Male,Software Engineer,9.52,24,8.21,4.34,10,3,16,10,High,High,High,50+
45,Female,Doctor,3.68,33,7.97,7.39,5.88,0,6,6.33,Medium,Medium,None,30-50
44,Female,Designer,7.35,107,4.84,2.61,9.67,0,105,9.78,High,Low,None,30-50
19,Female,Freelancer,4.07,49,5.89,4.97,8.41,0,57,6.26,Medium,Low,None,Under 30
50,Female,Teacher,9.73,54,7.32,4.36,10,2,93,10,High,Medium,Low,30-50
33,Male,Student,9.89,9,5.72,5.14,10,4,69,8.96,High,Low,High,30-50
56,Female,Designer,8.43,93,7.55,4.21,10,1,94,9.28,High,Medium,Low,50+
39,Female,Freelancer,6.23,108,5.44,6.24,7.25,3,71,8.77,High,Low,High,30-50
30,Male,Freelancer,5.88,104,5.96,3.67,10,4,28,10,Medium,Low,High,30-50
19,Female,Manager,3.96,57,7.66,8.79,4.66,4,43,5.79,Medium,Medium,High,Under 30
31,Male,Teacher,2.1,88,4.59,7.37,4.4,4,88,3.97,Low,Low,High,30-50
55,Female,Designer,1.71,2,7.93,9.13,2.34,4,72,1,Low,Medium,High,50+
58,Female,Freelancer,5.19,118,7.56,5.78,7.58,2,51,7.57,Medium,Medium,Low,50+
45,Female,Teacher,9.81,85,6.25,2.67,10,3,30,10,High,Medium,High,30-50
24,Male,Student,3.22,103,6.19,6.23,6.65,4,45,6.82,Medium,Medium,High,Under 30
